iter	Logloss
271	0.03404376289
272	0.03401808398
273	0.03392500936
274	0.03376494456
275	0.03372652179
276	0.03365941075
277	0.03360035148
278	0.03347019433
279	0.03346227055
280	0.03341220222
281	0.03336829123
282	0.0332678371
283	0.03324218836
284	0.03321040236
285	0.03318543594
286	0.03308931702
287	0.03305831171
288	0.03302140297
289	0.03299061001
290	0.03288579199
291	0.03282923571
292	0.0327037683
293	0.03266784513
294	0.03258783742
295	0.03252982099
296	0.03248832078
297	0.0324638205
298	0.03242827926
299	0.03241698262
300	0.03239817185
301	0.03238643663
302	0.03231190747
303	0.03227403546
304	0.03225735847
305	0.03220370398
306	0.03200094186
307	0.03186544568
308	0.03176926223
309	0.03169580184
310	0.0315872126
311	0.03154610334
312	0.03151723765
313	0.03151027177
314	0.03145955709
315	0.03139056715
316	0.03132231215
317	0.03126012078
318	0.03121547606
319	0.03120956601
320	0.03120891271
321	0.03113962825
322	0.03107648363
323	0.03104968487
324	0.03101688457
325	0.0309691666
326	0.03091274853
327	0.03081281513
328	0.030798059
329	0.03073832826
330	0.03067613613
331	0.03061109352
332	0.0305264886
333	0.03049378958
334	0.03045357134
335	0.0302894938
336	0.03026545157
337	0.03025440885
338	0.03023974786
339	0.03021456101
340	0.03018751447
341	0.03016787884
342	0.0301419134
343	0.03010025347
344	0.03004640732
345	0.03001273634
346	0.02996909177
347	0.02986092924
348	0.02977536737
349	0.02973428266
350	0.02970881786
351	0.02967134192
352	0.02966624254
353	0.02964233275
354	0.02963725701
355	0.02961410785
356	0.02960664902
357	0.02956693437
358	0.02952706306
359	0.02951722761
360	0.02950080467
361	0.02941310209
362	0.02939113806
363	0.02934943177
364	0.02915325173
365	0.02909637766
366	0.02908863707
367	0.0290533508
368	0.02903888595
369	0.02901334801
370	0.02896708142
371	0.02894318853
372	0.02889546361
373	0.0288930328
374	0.02888258162
375	0.02886814108
376	0.02884975611
377	0.02876215314
378	0.02869837442
379	0.02868932158
380	0.02867339235
381	0.02866893422
382	0.02864378886
383	0.02858622071
384	0.02852550911
385	0.02850388092
386	0.02849331299
387	0.02844057126
388	0.02843277609
389	0.0284276592
390	0.0284061189
391	0.02840216908
392	0.02838847745
393	0.02833332895
394	0.02828922823
395	0.02825558624
396	0.02819922669
397	0.02812590332
398	0.02811690619
399	0.02809678971
400	0.02786829724
401	0.02782671322
402	0.02779568592
403	0.02775317073
404	0.02769675437
405	0.02766141928
406	0.0276404919
407	0.02763155532
408	0.02761662757
409	0.0275110553
410	0.02748284825
411	0.02742172128
412	0.02741216245
413	0.02738679431
414	0.02736787461
415	0.02735149031
416	0.02728705441
417	0.02726250523
418	0.02725026317
419	0.02723113256
420	0.02711887397
421	0.02706702571
422	0.02693706933
423	0.02690771123
424	0.02684927346
425	0.02684467841
426	0.02682482219
427	0.02681687588
428	0.02671873454
429	0.02669316395
430	0.02656516179
431	0.02656502666
432	0.0265595624
433	0.02646523237
434	0.02645041431
435	0.02636344234
436	0.02636191679
437	0.0262869237
438	0.02628263962
439	0.02627992818
440	0.02624789411
441	0.02619863168
442	0.02615110017
443	0.02606213748
444	0.02603537607
445	0.02601771467
446	0.02593880574
447	0.02591649253
448	0.02588980021
449	0.02584834033
450	0.02583712115
451	0.02582609659
452	0.02578844017
453	0.02577991976
454	0.0257257097
455	0.02571869942
456	0.02570720584
457	0.02568543424
458	0.02564845649
459	0.02562416887
460	0.02558208585
461	0.02554245189
462	0.02553077397
463	0.02552281623
464	0.02549450455
465	0.02547248065
466	0.02536860941
467	0.02535039089
468	0.02533422804
469	0.02532767977
470	0.02528391064
471	0.02521823256
472	0.02518589061
473	0.02514448856
474	0.02512005474
475	0.02511030654
476	0.02507142281
477	0.02500765499
478	0.02494239645
479	0.02490064641
480	0.02488407006
481	0.02487924988
482	0.02487254753
483	0.02485483452
484	0.02483623442
485	0.02482640858
486	0.02477544933
487	0.02474668825
488	0.02472428371
489	0.02471996192
490	0.02470484628
491	0.02465922445
492	0.02463842126
493	0.02462407375
494	0.02461791968
495	0.02460767794
496	0.02454340476
497	0.02446159515
498	0.02445465109
499	0.02444955303
500	0.02436633982
501	0.02435210501
502	0.02434389847
503	0.02431831372
504	0.02424323076
505	0.02419733323
506	0.02415878121
507	0.02406515118
508	0.02403615694
509	0.02402220687
510	0.02401211159
511	0.02391407539
512	0.02385842765
513	0.02385025202
514	0.02381764384
515	0.02379951449
516	0.02377259662
517	0.02371064966
518	0.02370294474
519	0.02363519316
520	0.02359106762
521	0.02355941807
522	0.02345049963
523	0.02343582736
524	0.02338177223
525	0.02333597269
526	0.02332878649
527	0.02331921945
528	0.02331573854
529	0.02328915237
530	0.02324304601
531	0.02318452252
532	0.02316153668
533	0.02315094718
534	0.02309881138
535	0.0230663026
536	0.0230279546
537	0.02301777269
538	0.02300683158
539	0.02295555748
540	0.02294587335
541	0.02293906706
542	0.02292127667
543	0.02290282399
544	0.02283607622
545	0.02267388808
546	0.02261099816
547	0.02258810971
548	0.02250969248
549	0.02244041976
550	0.02241185899
551	0.02240428842
552	0.0224043986
553	0.022351888
554	0.02225267263
555	0.02224540834
556	0.02222898352
557	0.02217479431
558	0.02214782206
559	0.02205320734
560	0.0219957455
561	0.02195476041
562	0.0219107218
563	0.02189011535
564	0.0218810421
565	0.02177365563
566	0.02175680514
567	0.0217480361
568	0.02169188267
569	0.02155787259
570	0.02148932321
571	0.02148234403
572	0.02138246488
573	0.02125783609
574	0.02119687892
575	0.02112356108
576	0.02107357504
577	0.02106937766
578	0.02097354793
579	0.02096621031
580	0.02092918941
581	0.02089254972
582	0.02086264912
583	0.02082504099
584	0.02082309098
585	0.02070103586
586	0.02069399878
587	0.02067957086
588	0.02057408548
589	0.02051805544
590	0.02051517278
591	0.02045436853
592	0.02039476566
593	0.0203296351
594	0.02028821029
595	0.02017293928
596	0.02011893464
597	0.02010790298
598	0.02004630155
599	0.01990238965
600	0.01988908784
601	0.0198139441
602	0.01979255882
603	0.01976047186
604	0.01972700939
605	0.0197217807
606	0.01970437628
607	0.01960991218
608	0.01954943096
609	0.01953844292
610	0.01952993641
611	0.01941325302
612	0.01940597609
613	0.0193923764
614	0.01935477795
615	0.01932809282
616	0.01925522876
617	0.01924961005
618	0.01921008369
619	0.01914496665
620	0.01905969004
621	0.01902042294
622	0.01898846882
623	0.01893760617
624	0.01892642411
625	0.01889089175
626	0.0188325924
627	0.01881696866
628	0.01877981748
629	0.01875139653
630	0.01862117404
631	0.01857334189
632	0.01851868018
633	0.01845959745
634	0.0183847865
635	0.01830858158
636	0.01825020271
637	0.01821535763
638	0.01812968525
639	0.01804805282
640	0.01802395259
641	0.01796800082
642	0.01790309714
643	0.01782788915
644	0.01775373414
645	0.01772239295
646	0.01770873677
647	0.01766405189
648	0.01761164544
649	0.01758190766
650	0.01754991759
651	0.01751067533
652	0.01742209011
653	0.01736382962
654	0.01730945151
655	0.01724605989
656	0.0171482766
657	0.01708287876
658	0.01705508173
659	0.01701258276
660	0.01697090046
661	0.01690088696
662	0.01683746667
663	0.01678783197
664	0.01671211639
665	0.01668242488
666	0.01665705931
667	0.01661665493
668	0.01654574336
669	0.01651370913
670	0.01643196697
671	0.01639033468
672	0.01633464007
673	0.01629791393
674	0.01626490308
675	0.0162112827
676	0.01615484414
677	0.0161319118
678	0.01609078398
679	0.01603712844
680	0.01599200759
681	0.01593976794
682	0.01593980369
683	0.01590641956
684	0.01584702225
685	0.01581634435
686	0.01578588246
687	0.01576455865
688	0.0157042468
689	0.01564475318
690	0.01560931265
691	0.01551596555
692	0.01548668705
693	0.01546144751
694	0.01542612528
695	0.01539394182
696	0.01537490335
697	0.0153387685
698	0.01528122349
699	0.01524427362
700	0.01516063112
701	0.01514360816
702	0.01512269234
703	0.01505596177
704	0.0150309964
705	0.01500710951
706	0.01498676115
707	0.0149295705
708	0.01489721676
709	0.01486736028
710	0.01483233979
711	0.01479268433
712	0.01469448882
713	0.01466486845
714	0.01465163201
715	0.01460469929
716	0.01458065969
717	0.01454425361
718	0.01452549912
719	0.0144901366
720	0.01446965805
721	0.0144321405
722	0.01439746391
723	0.01437655026
724	0.01435196777
725	0.01432083633
726	0.01429164766
727	0.01427322811
728	0.01425038636
729	0.01423043958
730	0.01421389148
731	0.01417271517
732	0.01415661295
733	0.01414033187
734	0.01412279209
735	0.01409906873
736	0.01407776463
737	0.01402092696
738	0.01400291409
739	0.0139708547
740	0.01394383501
741	0.01391595075
742	0.01388605538
743	0.01386779023
744	0.01384211767
745	0.01381602215
746	0.01380043965
747	0.01375500447
748	0.01373311067
749	0.01373311067
750	0.01366061284
751	0.01363089073
752	0.01360697483
753	0.01359132299
754	0.01356240108
755	0.01352931813
756	0.01349569456
757	0.01347478145
758	0.01345149594
759	0.01340728323
760	0.01339135975
761	0.01337604886
762	0.01333003701
763	0.01331307682
764	0.01329506094
765	0.01328504794
766	0.0132708817
767	0.01325854699
768	0.01323529167
769	0.0132255962
770	0.01319794358
771	0.01318106942
772	0.01317270232
773	0.01316400184
774	0.01314676485
775	0.01313677002
776	0.01308349815
777	0.01307426345
778	0.01304934709
779	0.01303351852
780	0.01301332623
781	0.01300357606
782	0.01298198661
783	0.01295546102
784	0.01294602822
785	0.01293682943
786	0.01292239409
787	0.0129123719
788	0.0128984483
789	0.01289123134
790	0.01288402155
791	0.01286735586
792	0.01285540045
793	0.01284057661
794	0.01282508547
795	0.01281907208
796	0.01280518816
797	0.01278633394
798	0.01276962774
799	0.01275639225
800	0.01274937562
801	0.01274457889
802	0.01273376985
803	0.01272862911
804	0.01271770812
805	0.01270243092
806	0.01269398918
807	0.01268354441
808	0.01267475546
809	0.01265550485
810	0.01263772702
811	0.01261391494
812	0.01259160576
813	0.01257389327
814	0.01256232277
815	0.01253379181
816	0.01252413466
817	0.0125074421
818	0.01249242123
819	0.01248202998
820	0.01247256924
821	0.01246198738
822	0.01242278827
823	0.01240295483
824	0.01239543362
825	0.01236242401
826	0.01234831956
827	0.01233831264
828	0.01232312874
829	0.01231139333
830	0.01229853247
831	0.01229026664
832	0.01227551282
833	0.01226750505
834	0.01225858185
835	0.01224802375
836	0.0122356791
837	0.01222684983
838	0.0122091648
839	0.01219977473
2	0.01502689217
843	0.01500866747
844	0.01500516072
845	0.01500530417
846	0.01498916663
847	0.01498916454
848	0.01496808299
849	0.01496560858
850	0.01496283167
851	0.0149560788
852	0.01493640668
853	0.01492966913
854	0.0149130453
855	0.01490505876
856	0.01489401687
857	0.01489381731
858	0.01489382082
859	0.01486980546
860	0.0148667743
861	0.01484206152
862	0.014826311
863	0.01479876596
864	0.01479608503
865	0.01476842946
866	0.01474481841
867	0.01474487143
868	0.01474361516
869	0.01472106772
870	0.01470692359
871	0.01468784937
872	0.01468779155
873	0.01468183189
874	0.01468170405
875	0.01468164376
876	0.01466874386
877	0.01465059354
1490967138
877	0.01488865276
